"hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"mn093","iucoglearn","R_70IucHGWgIjjEyX","Yes (please include date of testing)","11-17-2025","","None (started counting right away)","39",1
