"hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"mn089","iucoglearn","R_77a4XNj6PjZsWpa","Yes (please include date of testing)","11-07-2025","","None (started counting right away)","12",1
